,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000
0,29.714056910737966,29.714056910737966,27.571283552667545,29.22185944662462,26.643169530204233,26.842790481905944,26.037732304723384,22.951805191644972,22.118588866271097,22.30035067941565,21.543727451960002,19.464192765116493,19.2070822692939,20.877114582968602,21.848394995365766,20.21307611547443,16.6920120243476,15.223854463029095
