,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000
0,43.20689939935522,43.20689939935522,46.25125598274775,49.70871766511031,50.02897981302932,49.59810237099872,50.326024217127255,50.788547085888716,50.06322376757572,49.00677021244546,46.82335507800503,44.87966158306108,44.40316835064357,43.3908174681034,41.90917853752943,40.49476280234998,39.08588085566411,37.484497290785875
